img_path,LT_lat,LT_lon,RB_lat,RB_lon,lon,lat,patch_width,patch_height,region_name,friendly-name,e_utm,n_utm,zone_utm,place_id,uav_to_nearest_sat_m,uav_to_second_sat_m,nearest_sats_pair_distance_m
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_06718374452555__38_85049857134241__101_06898623600974__1d2c3509006c4c38b2fbfa51cc344190.jpg,38.852301,101.06718374452556,38.85049857134241,101.06898623600974,101.06808499026764,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,679461.4720873267,4302318.681730102,47S,30,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_06898623600974__38_85049857134241__101_07078872749392__ae07da5f922c43afae671d843ad78f6d.jpg,38.852301,101.06898623600974,38.85049857134241,101.07078872749392,101.06988748175183,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,679617.9008801768,4302322.226753086,47S,31,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_07078872749392__38_85049857134241__101_0725912189781__75710df034144322beb764ad40a57fd6.jpg,38.852301,101.07078872749392,38.85049857134241,101.0725912189781,101.071689973236,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,679774.3297112344,4302325.774868056,47S,32,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_0725912189781__38_85049857134241__101_07439371046229__e64b05fa69a8498e85832da154eef34e.jpg,38.852301,101.0725912189781,38.85049857134241,101.07439371046227,101.0734924647202,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,679930.7585805373,4302329.326075019,47S,33,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_07439371046229__38_85049857134241__101_07619620194647__4287e1a977d842e69c83211e0b2fea8d.jpg,38.852301,101.07439371046227,38.85049857134241,101.07619620194647,101.07529495620436,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,680087.1874881139,4302332.8803739855,47S,34,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_07619620194647__38_85049857134241__101_07799869343066__7ba0529c37bb4744ba5ff32226a89e7e.jpg,38.852301,101.07619620194647,38.85049857134241,101.07799869343066,101.07709744768856,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,680243.6164340017,4302336.437764965,47S,35,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_07799869343066__38_85049857134241__101_07980118491484__dac43274a65e45f5b8c6bd089f0d730a.jpg,38.852301,101.07799869343066,38.85049857134241,101.07980118491484,101.07889993917274,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,680400.0454182297,4302339.998247966,47S,36,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_07980118491484__38_85049857134241__101_08160367639903__219ae9ba2c3d4e9c81d60abfbbc4b30e.jpg,38.852301,101.07980118491484,38.85049857134241,101.08160367639904,101.08070243065694,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,680556.4744408351,4302343.561822999,47S,37,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_08160367639903__38_85049857134241__101_08340616788321__f4f04eb666514f789af1d517c21d67c6.jpg,38.852301,101.08160367639904,38.85049857134241,101.0834061678832,101.08250492214113,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,680712.903501849,4302347.128490073,47S,38,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_08340616788321__38_85049857134241__101_0852086593674__dde3d82018874018abaec18ae36556c7.jpg,38.852301,101.0834061678832,38.85049857134241,101.0852086593674,101.08430741362533,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,680869.3326013045,4302350.698249198,47S,39,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_0852086593674__38_85049857134241__101_08701115085158__5972b573a4614dbea304380ebd673e64.jpg,38.852301,101.0852086593674,38.85049857134241,101.08701115085158,101.08610990510948,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,681025.7617392325,4302354.271100381,47S,40,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_08701115085158__38_85049857134241__101_08881364233577__ed522ad7f95f4bf0bb3887c03b0e7208.jpg,38.852301,101.08701115085158,38.85049857134241,101.08881364233577,101.08791239659368,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,681182.1909156705,4302357.847043634,47S,41,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_08881364233577__38_85049857134241__101_09061613381995__0636898c94bd477b9b650a5ed0c00af8.jpg,38.852301,101.08881364233577,38.85049857134241,101.09061613381996,101.08971488807784,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,681338.6201306472,4302361.426078966,47S,42,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_09061613381995__38_85049857134241__101_09241862530413__d36a521c107849609390fb20f5133d97.jpg,38.852301,101.09061613381996,38.85049857134241,101.09241862530412,101.09151737956203,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,681495.0493842001,4302365.008206385,47S,43,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_852301__101_09241862530413__38_85049857134241__101_09422111678832__982b54ca08a145ca8b8e1337791681f7.jpg,38.852301,101.09241862530412,38.85049857134241,101.09422111678832,101.09331987104622,38.851399785671205,672,672,Shandan,visloc-Shandan-11-satellite,681651.4786763601,4302368.593425903,47S,44,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_013109__38_84869614268484__101_01491149148418__80204b269e6248c48d91f4cb2d210d32.jpg,38.85049857134241,101.013109,38.84869614268484,101.01491149148418,101.0140102457421,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,674773.0385852706,4302013.729860574,47S,45,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_01491149148418__38_84869614268484__101_01671398296837__390d43e21fe1468e8a5958902e80154f.jpg,38.85049857134241,101.01491149148418,38.84869614268484,101.01671398296835,101.01581273722628,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,674929.4702008049,4302017.182080745,47S,46,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_01671398296837__38_84869614268484__101_01851647445255__0992b1f204b44c65a1b9077554acd0a3.jpg,38.85049857134241,101.01671398296835,38.84869614268484,101.01851647445255,101.01761522871048,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,675085.9018535691,4302020.637392581,47S,47,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_01851647445255__38_84869614268484__101_02031896593674__e540261b2be5419eac09bf4556ae1b1d.jpg,38.85049857134241,101.01851647445255,38.84869614268484,101.02031896593674,101.01941772019464,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,675242.3335435919,4302024.0957960915,47S,48,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_02031896593674__38_84869614268484__101_02212145742092__506702d103254956821f862009e3e1a5.jpg,38.85049857134241,101.02031896593674,38.84869614268484,101.02212145742092,101.02122021167884,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,675398.7652709133,4302027.557291288,47S,49,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_02212145742092__38_84869614268484__101_02392394890511__fbfc6e82ecc44cbb9fb583efe8a59a90.jpg,38.85049857134241,101.02212145742092,38.84869614268484,101.02392394890512,101.023022703163,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,675555.197035555,4302031.021878175,47S,50,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_02392394890511__38_84869614268484__101_02572644038929__39f98e741a7a49e2ac0efed70a6aedeb.jpg,38.85049857134241,101.02392394890512,38.84869614268484,101.02572644038928,101.0248251946472,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,675711.6288375615,4302034.489556766,47S,51,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_02572644038929__38_84869614268484__101_02752893187348__372b39bbbc3943d8bc72cf4bbcecf00b.jpg,38.85049857134241,101.02572644038928,38.84869614268484,101.02752893187348,101.02662768613138,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,675868.0606769614,4302037.960327068,47S,52,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_02752893187348__38_84869614268484__101_02933142335766__f079e989095a40d0bf6a343964f3ab75.jpg,38.85049857134241,101.02752893187348,38.84869614268484,101.02933142335766,101.02843017761558,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,676024.4925537879,4302041.43418909,47S,53,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_02933142335766__38_84869614268484__101_03113391484185__14d52d1f159941bab3b05e0c12d7bb49.jpg,38.85049857134241,101.02933142335766,38.84869614268484,101.03113391484185,101.03023266909976,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,676180.9244680741,4302044.911142842,47S,54,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_03113391484185__38_84869614268484__101_03293640632603__592bccb55f2e4b30a70eac3a13dabbd3.jpg,38.85049857134241,101.03113391484185,38.84869614268484,101.03293640632604,101.03203516058394,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,676337.3564198508,4302048.391188333,47S,55,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_03293640632603__38_84869614268484__101_03473889781021__eae9cd5cee7044c4a2280d1b56916d04.jpg,38.85049857134241,101.03293640632604,38.84869614268484,101.0347388978102,101.03383765206812,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,676493.7884091537,4302051.874325572,47S,56,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_03473889781021__38_84869614268484__101_0365413892944__52ac2dd4b1ef4ab5b9edb03f922ba032.jpg,38.85049857134241,101.0347388978102,38.84869614268484,101.0365413892944,101.03564014355231,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,676650.2204360177,4302055.360554567,47S,57,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_0365413892944__38_84869614268484__101_03834388077858__5789200802ad4717bbbd86b82c3a706d.jpg,38.85049857134241,101.0365413892944,38.84869614268484,101.03834388077858,101.03744263503648,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,676806.6525004718,4302058.84987533,47S,58,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_03834388077858__38_84869614268484__101_04014637226277__5b6035f6545f46849af11412c11e1dd1.jpg,38.85049857134241,101.03834388077858,38.84869614268484,101.04014637226275,101.03924512652068,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,676963.0846025557,4302062.342287867,47S,59,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_04014637226277__38_84869614268484__101_04194886374695__7717a3de99fe4b2cb63525f32a284c66.jpg,38.85049857134241,101.04014637226275,38.84869614268484,101.04194886374697,101.04104761800484,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,677119.5167422914,4302065.83779219,47S,60,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_04194886374695__38_84869614268484__101_04375135523114__d5dcc3af6edf48bf964f7e3dbb4a1cad.jpg,38.85049857134241,101.04194886374697,38.84869614268484,101.04375135523114,101.04285010948904,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,677275.9489197233,4302069.336388307,47S,61,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_04375135523114__38_84869614268484__101_04555384671534__129bcaaf07184b599c7343c04f3707a0.jpg,38.85049857134241,101.04375135523114,38.84869614268484,101.04555384671534,101.04465260097324,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,677432.3811348798,4302072.8380762255,47S,62,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_04555384671534__38_84869614268484__101_04735633819952__115891f43f104c29ab31c57bba2320ca.jpg,38.85049857134241,101.04555384671534,38.84869614268484,101.04735633819952,101.04645509245742,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,677588.8133877943,4302076.342855957,47S,63,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_04735633819952__38_84869614268484__101_0491588296837__75dfbfa803bd450485f391b11a7c000e.jpg,38.85049857134241,101.04735633819952,38.84869614268484,101.0491588296837,101.04825758394162,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,677745.2456784998,4302079.850727512,47S,64,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_0491588296837__38_84869614268484__101_05096132116789__eea8b6eee0934865aa58ed511c7e6f0d.jpg,38.85049857134241,101.0491588296837,38.84869614268484,101.05096132116788,101.0500600754258,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,677901.6780070295,4302083.361690896,47S,65,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_05096132116789__38_84869614268484__101_05276381265207__fc931201be154d7fbfdd4aba873b7f7c.jpg,38.85049857134241,101.05096132116788,38.84869614268484,101.05276381265207,101.05186256691,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,678058.1103734164,4302086.87574612,47S,66,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_05276381265207__38_84869614268484__101_05456630413626__3f4acc062762483eac8e715ac1522af0.jpg,38.85049857134241,101.05276381265207,38.84869614268484,101.05456630413626,101.05366505839416,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,678214.5427776894,4302090.392893194,47S,67,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_05456630413626__38_84869614268484__101_05636879562044__3bf0524a64c445ea812be93f18afd545.jpg,38.85049857134241,101.05456630413626,38.84869614268484,101.05636879562044,101.05546754987836,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,678370.9752198905,4302093.913132126,47S,68,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_05636879562044__38_84869614268484__101_05817128710463__d68de2362b8543dcb797c3d79bf4ae7a.jpg,38.85049857134241,101.05636879562044,38.84869614268484,101.05817128710464,101.05727004136251,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,678527.4077000458,4302097.436462927,47S,69,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_05817128710463__38_84869614268484__101_05997377858881__0e039000ac7747678ea1a8f481464c41.jpg,38.85049857134241,101.05817128710464,38.84869614268484,101.0599737785888,101.05907253284671,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,678683.8402181934,4302100.962885605,47S,70,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_05997377858881__38_84869614268484__101_061776270073__86492a72fd054d7f8a757502f7b0fe2b.jpg,38.85049857134241,101.0599737785888,38.84869614268484,101.061776270073,101.0608750243309,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,678840.2727743615,4302104.492400168,47S,71,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_061776270073__38_84869614268484__101_06357876155718__fa4f7f0a1665405088de4a93bad55171.jpg,38.85049857134241,101.061776270073,38.84869614268484,101.06357876155718,101.0626775158151,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,678996.7053685881,4302108.025006629,47S,72,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_06357876155718__38_84869614268484__101_06538125304137__c7f7a0b5e9c14241b6cc6cf289cee3ba.jpg,38.85049857134241,101.06357876155718,38.84869614268484,101.06538125304137,101.06448000729928,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,679153.1380009038,4302111.560704994,47S,73,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_06538125304137__38_84869614268484__101_06718374452555__ea1bb0b9accc4c40a52295a0170fc156.jpg,38.85049857134241,101.06538125304137,38.84869614268484,101.06718374452556,101.06628249878348,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,679309.5706713418,4302115.099495273,47S,74,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_06718374452555__38_84869614268484__101_06898623600974__6c5a255fdf9a4ea79326d1346cf4aafa.jpg,38.85049857134241,101.06718374452556,38.84869614268484,101.06898623600974,101.06808499026764,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,679466.0033799331,4302118.641377476,47S,75,,,
/workspace/repos/datasets/train_thumbnails/Shandan/patch__38_85049857134241__101_06898623600974__38_84869614268484__101_07078872749392__b7360ba727f54b02bdd5303cd2d7d6e9.jpg,38.85049857134241,101.06898623600974,38.84869614268484,101.07078872749392,101.06988748175183,38.84959735701362,672,672,Shandan,visloc-Shandan-11-satellite,679622.4361267153,4302122.186351612,47S,76,,,
