img_path,LT_lat,LT_lon,RB_lat,RB_lon,lon,lat,patch_width,patch_height,region_name,friendly-name,e_utm,n_utm,zone_utm,place_id,uav_to_nearest_sat_m,uav_to_second_sat_m,nearest_sats_pair_distance_m
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_810166349887727__116_05900312088487__29_80896474153568__116_0602047456889__b76bf43c16d64f609712975bdac91995.jpg,29.810166349887727,116.05900312088488,29.80896474153568,116.0602047456889,116.0596039332869,29.809565545711703,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409126.22696587973,3298054.7277193163,50R,177,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80896474153568__116_05059174725658__29_807763133183634__116_05179337206062__f648fdc58dc240bda921f7b607ed1098.jpg,29.80896474153568,116.05059174725658,29.807763133183634,116.05179337206062,116.0511925596586,29.80836393735966,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408312.27248874935,3297928.2368930485,50R,196,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80896474153568__116_05299499686465__29_807763133183634__116_0541966216687__1bec06483f304ca09a4dd329a7224433.jpg,29.80896474153568,116.05299499686464,29.807763133183634,116.0541966216687,116.05359580926668,29.80836393735966,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408544.5205832706,3297926.327296529,50R,198,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80896474153568__116_0541966216687__29_807763133183634__116_05539824647275__8cf2e8660db54f47a80227db2e464b48.jpg,29.80896474153568,116.0541966216687,29.807763133183634,116.05539824647276,116.05479743407072,29.80836393735966,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408660.6445997704,3297925.374314973,50R,199,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80896474153568__116_05659987127679__29_807763133183634__116_05780149608083__991bde570e5e44ffbaa5677aabde10bf.jpg,29.80896474153568,116.0565998712768,29.807763133183634,116.05780149608084,116.0572006836788,29.80836393735966,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408892.89257138345,3297923.471985264,50R,201,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80896474153568__116_05900312088487__29_807763133183634__116_0602047456889__78264dc3bc1841afb252de686d396d21.jpg,29.80896474153568,116.05900312088488,29.807763133183634,116.0602047456889,116.0596039332869,29.80836393735966,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409125.14046131796,3297921.5745000807,50R,203,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_807763133183634__116_05059174725658__29_806561524831586__116_05179337206062__b37b570c687e49758224a659831e7fa5.jpg,29.807763133183634,116.05059174725658,29.806561524831583,116.05179337206062,116.0511925596586,29.80716232900761,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408311.17630312766,3297795.0835331725,50R,222,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_807763133183634__116_05299499686465__29_806561524831586__116_0541966216687__f44160243fde4b9895fb2aafb5544899.jpg,29.807763133183634,116.05299499686464,29.806561524831583,116.0541966216687,116.05359580926668,29.80716232900761,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408543.42717509315,3297793.173983721,50R,224,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_807763133183634__116_0541966216687__29_806561524831586__116_05539824647275__81a1f87396f54f21bdfdcf91a6773706.jpg,29.807763133183634,116.0541966216687,29.806561524831583,116.05539824647276,116.05479743407072,29.80716232900761,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408659.5525803125,3297792.221025655,50R,225,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_807763133183634__116_05659987127679__29_806561524831586__116_05780149608083__274866de7931410ea927fa448903774b.jpg,29.807763133183634,116.0565998712768,29.806561524831583,116.05780149608084,116.0572006836788,29.80716232900761,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408891.80332935957,3297790.318742835,50R,227,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_807763133183634__116_05900312088487__29_806561524831586__116_0602047456889__980b1215f80d46c4a0a3c1cd42936962.jpg,29.807763133183634,116.05900312088488,29.806561524831583,116.0602047456889,116.0596039332869,29.80716232900761,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409124.0539967212,3297788.4213044224,50R,229,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_806561524831586__116_04578524804042__29_805359916479542__116_04698687284446__73772be8eb324ecb9955b1e2650b35c0.jpg,29.806561524831583,116.04578524804042,29.805359916479546,116.04698687284446,116.04638606044244,29.805960720655563,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407845.57261236745,3297665.763734583,50R,244,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_806561524831586__116_0481884976485__29_805359916479542__116_04939012245254__c485555ea7f24080b9af331263b1a1d6.jpg,29.806561524831583,116.0481884976485,29.805359916479546,116.04939012245254,116.04878931005052,29.805960720655563,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408077.8264263087,3297663.8445435576,50R,246,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_806561524831586__116_05059174725658__29_805359916479542__116_05179337206062__4b8dd65c60144941b67cf116f0711eaf.jpg,29.806561524831583,116.05059174725658,29.805359916479546,116.05179337206062,116.0511925596586,29.805960720655563,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408310.080157829,3297661.9301968613,50R,248,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_806561524831586__116_05299499686465__29_805359916479542__116_0541966216687__1bd16b93223c44ddbc85e8a7e2169dc4.jpg,29.806561524831583,116.05299499686464,29.805359916479546,116.0541966216687,116.05359580926668,29.805960720655563,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408542.3338071366,3297660.020694482,50R,250,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_806561524831586__116_0541966216687__29_805359916479542__116_05539824647275__c7d880394b4a40f9a9d459aa1d49dbba.jpg,29.806561524831583,116.0541966216687,29.805359916479546,116.05539824647276,116.05479743407072,29.805960720655563,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408658.46060102445,3297659.0677599073,50R,251,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_806561524831586__116_05659987127679__29_805359916479542__116_05780149608083__bcb74b2dfcc04d51a673464e311f7866.jpg,29.806561524831583,116.0565998712768,29.805359916479546,116.05780149608084,116.0572006836788,29.805960720655563,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408890.71412740333,3297657.1655239807,50R,253,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_806561524831586__116_05900312088487__29_805359916479542__116_0602047456889__30d94855ae074347885b2fbace1397b9.jpg,29.806561524831583,116.05900312088488,29.805359916479546,116.0602047456889,116.0596039332869,29.805960720655563,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409122.96757209004,3297655.268132341,50R,255,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_805359916479542__116_04578524804042__29_804158308127498__116_04698687284446__d7a896ec1d104fdfb149ea7d08e7f36d.jpg,29.805359916479546,116.04578524804042,29.804158308127494,116.04698687284446,116.04638606044244,29.80475911230352,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407844.4709528918,3297532.6103273267,50R,270,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_805359916479542__116_0481884976485__29_804158308127498__116_04939012245254__e80c7d6af6fc47c38bfe7d918fdcaaad.jpg,29.805359916479546,116.0481884976485,29.804158308127494,116.04939012245254,116.04878931005052,29.80475911230352,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408076.7275440867,3297530.691183616,50R,272,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_805359916479542__116_05059174725658__29_804158308127498__116_05179337206062__36b6e994e3e44efab2c2d7174ca0c658.jpg,29.805359916479546,116.05059174725658,29.804158308127494,116.05179337206062,116.0511925596586,29.80475911230352,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408308.98405285383,3297528.7768841144,50R,274,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_805359916479542__116_05299499686465__29_804158308127498__116_0541966216687__eed69638bdc440e7946b8383e51c50f7.jpg,29.805359916479546,116.05299499686464,29.804158308127494,116.0541966216687,116.05359580926668,29.80475911230352,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408541.2404794014,3297526.86742881,50R,276,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_805359916479542__116_0541966216687__29_804158308127498__116_05539824647275__921cdf45dd494324a6cdb4bf1bcdb802.jpg,29.805359916479546,116.0541966216687,29.804158308127494,116.05539824647276,116.05479743407072,29.80475911230352,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408657.3686619066,3297525.9145177286,50R,277,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_805359916479542__116_05659987127679__29_804158308127498__116_05780149608083__b791c1847bd14382a4266a044383dfb7.jpg,29.805359916479546,116.0565998712768,29.804158308127494,116.05780149608084,116.0572006836788,29.80475911230352,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408889.6249655152,3297524.0123286983,50R,279,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_805359916479542__116_05900312088487__29_804158308127498__116_0602047456889__930af5317656476f93c94ef25eff46e0.jpg,29.805359916479546,116.05900312088488,29.804158308127494,116.0602047456889,116.0596039332869,29.80475911230352,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409121.8811874249,3297522.1149838353,50R,281,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_0421803736283__29_80295669977545__116_04338199843234__d225e0838bf842a7801035c00475c962.jpg,29.804158308127494,116.0421803736283,29.80295669977545,116.04338199843234,116.04278118603033,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407494.98012640537,3297402.344670915,50R,293,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_04458362323638__29_80295669977545__116_04578524804042__3822b92e6ba14e83a5ed5fc28a211aa4.jpg,29.804158308127494,116.04458362323638,29.80295669977545,116.04578524804042,116.0451844356384,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407727.2396187943,3297400.418308364,50R,295,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_04578524804042__29_80295669977545__116_04698687284446__bd305b6b093546d8add7213c6bb8a758.jpg,29.804158308127494,116.04578524804042,29.80295669977545,116.04698687284446,116.04638606044244,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407843.3693339444,3297399.45694363,50R,296,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_0481884976485__29_80295669977545__116_04939012245254__f60dc624a7564147a692549af1b9ed3e.jpg,29.804158308127494,116.0481884976485,29.80295669977545,116.04939012245254,116.04878931005052,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408075.6287022908,3297397.5378472363,50R,298,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_05059174725658__29_80295669977545__116_05179337206062__6a286488b6c84c4aad9358295f5996ab.jpg,29.804158308127494,116.05059174725658,29.80295669977545,116.05179337206062,116.0511925596586,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408307.8879882026,3297395.6235949327,50R,300,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_05299499686465__29_80295669977545__116_0541966216687__cd577dba590d44d98fd0083288bf2715.jpg,29.804158308127494,116.05299499686464,29.80295669977545,116.0541966216687,116.05359580926668,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408540.14719188795,3297393.7141867075,50R,302,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_0541966216687__29_80295669977545__116_05539824647275__a3a8a102aa45472aaf060636dcdef8bc.jpg,29.804158308127494,116.0541966216687,29.80295669977545,116.05539824647276,116.05479743407072,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408656.27676295955,3297392.7612991207,50R,303,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_05659987127679__29_80295669977545__116_05780149608083__8884a6e962d342cd9a67c5a24488fcd7.jpg,29.804158308127494,116.0565998712768,29.80295669977545,116.05780149608084,116.0572006836788,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408888.53584369575,3297390.8591569895,50R,305,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_804158308127498__116_05900312088487__29_80295669977545__116_0602047456889__eedeb1f7f6ec4cf0aeddc641d8b0cf6c.jpg,29.804158308127494,116.05900312088488,29.80295669977545,116.0602047456889,116.0596039332869,29.803557503951478,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409120.7948427262,3297388.9618589072,50R,307,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_0421803736283__29_801755091423406__116_04338199843234__4113818848db48a384a0691362dc9b9d.jpg,29.80295669977545,116.0421803736283,29.80175509142341,116.04338199843234,116.04278118603033,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407493.87438239966,3297269.191239568,50R,319,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_04458362323638__29_801755091423406__116_04578524804042__18f41a24ad674ee0ab462881b2d72947.jpg,29.80295669977545,116.04458362323638,29.80175509142341,116.04578524804042,116.0451844356384,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407726.1366518483,3297267.264924517,50R,321,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_04578524804042__29_801755091423406__116_04698687284446__891223ca3aef4bac91e416667a7b9aa7.jpg,29.80295669977545,116.04578524804042,29.80175509142341,116.04698687284446,116.04638606044244,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407842.26775552565,3297266.303583488,50R,322,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_0481884976485__29_801755091423406__116_04939012245254__5a185ef30d5c4745992127dbb7c90adf.jpg,29.80295669977545,116.0481884976485,29.80175509142341,116.04939012245254,116.04878931005052,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408074.5299009215,3297264.384534415,50R,324,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_05059174725658__29_801755091423406__116_05179337206062__0a04f8f676284bba90aa2c9283db96f5.jpg,29.80295669977545,116.05059174725658,29.80175509142341,116.05179337206062,116.0511925596586,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408306.7919638758,3297262.470329313,50R,326,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_05299499686465__29_801755091423406__116_0541966216687__266c9873e2fc485790d689251e7e558b.jpg,29.80295669977545,116.05299499686464,29.80175509142341,116.0541966216687,116.05359580926668,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408539.05394459685,3297260.56096817,50R,328,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_0541966216687__29_801755091423406__116_05539824647275__86fdfe21844f4170b0ce76874181b3f9.jpg,29.80295669977545,116.0541966216687,29.80175509142341,116.05539824647276,116.05479743407072,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408655.1849041837,3297259.608104079,50R,329,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_05659987127679__29_801755091423406__116_05780149608083__6ed1bc57d7424b028a1a9e10ceed1fdf.jpg,29.80295669977545,116.0565998712768,29.80175509142341,116.05780149608084,116.0572006836788,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408887.4467619453,3297257.706008851,50R,331,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_80295669977545__116_05900312088487__29_801755091423406__116_0602047456889__014eaba656da432584449835a1ca09e7.jpg,29.80295669977545,116.05900312088488,29.80175509142341,116.0602047456889,116.0596039332869,29.802355895599423,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409119.70853799436,3297255.808757552,50R,333,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_0421803736283__29_800553483071358__116_04338199843234__4791081a9788478f8329b9f1739b64cf.jpg,29.80175509142341,116.0421803736283,29.80055348307136,116.04338199843234,116.04278118603033,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407492.76867907634,3297136.037831774,50R,345,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_04458362323638__29_800553483071358__116_04578524804042__d2e934a272704fbaa4092b528643bc14.jpg,29.80175509142341,116.04458362323638,29.80055348307136,116.04578524804042,116.0451844356384,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407725.0337254826,3297134.1115642264,50R,347,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_04578524804042__29_800553483071358__116_04698687284446__41d99a9680c841fc9eb766585eae4bbf.jpg,29.80175509142341,116.04578524804042,29.80055348307136,116.04698687284446,116.04638606044244,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407841.16621763614,3297133.150246904,50R,348,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_0481884976485__29_800553483071358__116_04939012245254__f3c22a61ce9c4561b909651491642a60.jpg,29.80175509142341,116.0481884976485,29.80055348307136,116.04939012245254,116.04878931005052,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408073.4311399793,3297131.2312451554,50R,350,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_05059174725658__29_800553483071358__116_05179337206062__0b103481e3d94f5f8c63b0bc3802353f.jpg,29.80175509142341,116.05059174725658,29.80055348307136,116.05179337206062,116.0511925596586,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408305.6959798739,3297129.317087258,50R,352,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_05299499686465__29_800553483071358__116_0541966216687__268d1cdcfafd45ebbe06a548c305c08e.jpg,29.80175509142341,116.05299499686464,29.80055348307136,116.0541966216687,116.05359580926668,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408537.96073752845,3297127.407773201,50R,354,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_0541966216687__29_800553483071358__116_05539824647275__b957b99c60e24ad4b2a6d975ce2b23d0.jpg,29.80175509142341,116.0541966216687,29.80055348307136,116.05539824647276,116.05479743407072,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408654.0930855796,3297126.4549326077,50R,355,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_05659987127679__29_800553483071358__116_05780149608083__ab31bc47642c45f88a60caad2a594491.jpg,29.80175509142341,116.0565998712768,29.80055348307136,116.05780149608084,116.0572006836788,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408886.35772026447,3297124.5528842863,50R,357,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_801755091423406__116_05900312088487__29_800553483071358__116_0602047456889__a56fd2fc92a24a16b7c2331fbe12c12f.jpg,29.80175509142341,116.05900312088488,29.80055348307136,116.0602047456889,116.0596039332869,29.801154287247385,448,448,Changjiang-23,visloc-Changjiang-23-satellite,409118.62227322994,3297122.6556797745,50R,359,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_0397771240202__29_799351874719314__116_04097874882426__67c0b91adad242b9a49b96824557296e.jpg,29.80055348307136,116.0397771240202,29.799351874719317,116.04097874882426,116.04037793642225,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407259.3951101981,3297004.8155113324,50R,369,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_0421803736283__29_799351874719314__116_04338199843234__9feca50edc9d432db6ebf3cdced0c38f.jpg,29.80055348307136,116.0421803736283,29.799351874719317,116.04338199843234,116.04278118603033,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407491.66301643586,3297002.88444753,50R,371,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_04458362323638__29_799351874719314__116_04578524804042__0ac0f106d7ce453ea62c498f1e23d2b7.jpg,29.80055348307136,116.04458362323638,29.799351874719317,116.04578524804042,116.0451844356384,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407723.93083969754,3297000.958227489,50R,373,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_04578524804042__29_799351874719314__116_04698687284446__362eaf005dfd40598991d4b8eb63990e.jpg,29.80055348307136,116.04578524804042,29.799351874719317,116.04698687284446,116.04638606044244,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,407840.0647202763,3296999.996933875,50R,374,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_0481884976485__29_799351874719314__116_04939012245254__1394083bd3694998bba278dd07fe7451.jpg,29.80055348307136,116.0481884976485,29.799351874719317,116.04939012245254,116.04878931005052,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408072.3324194644,3296998.077979455,50R,376,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_05059174725658__29_799351874719314__116_05179337206062__2e0e2cb8252f4bf88f8442c2e2f9b208.jpg,29.80055348307136,116.05059174725658,29.799351874719317,116.05179337206062,116.0511925596586,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408304.60003619734,3296996.163868766,50R,378,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_05299499686465__29_799351874719314__116_0541966216687__b5b71c7c81c94aa2a0d811ce76f1e549.jpg,29.80055348307136,116.05299499686464,29.799351874719317,116.0541966216687,116.05359580926668,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408536.86757068324,3296994.2546017966,50R,380,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-23/patch__29_800553483071358__116_0541966216687__29_799351874719314__116_05539824647275__585a06ab70a14e94b933dad14d504e6a.jpg,29.80055348307136,116.0541966216687,29.799351874719317,116.05539824647276,116.05479743407072,29.799952678895337,448,448,Changjiang-23,visloc-Changjiang-23-satellite,408653.0013071475,3296993.301784703,50R,381,,,
